GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ADQ001,ADZ001,AD9001,AEW001,AEW002,AEW003,AEW004,AEW005,AEW006,AE6001,AE6002,AE6003,ADR001,ADR002,ADS001,ADU001,ADV001,ADV002,ADX001,AD0001,AD0002,AD0003,AD1001,AD1002,AD1003,AD1004,AD1005,AD1006,AD4001,AD4002,AD4003,AD4004,AD5001,AD5002,AD6001,AD6002,AEM001,AEM002,AET001,AET002,AET003,AET004,AET005,AET006,AET007,AET008,AET009,AET010,AET011,AET012,AET013,AET014,AET015,AET016,AET017,AET018,AET019,AET020,AET021,AET022,AET023,AE0001,AE0002,AE0003,AE0004,AE0005,AE0006,AE0007,AE0008,AE0009,AE0010,AE0011,AE0012,AE0013,AE0014,AE0015,AE0016,AE0017,AE0018,AE0019,AE0020,AE0021,AE0022,AE0023,AE0024,AE0025,AE0026,AE0027,AE0028,AE0029,AE0030,AE1001,AE1002,AE2001,AE2002,AE2003,AE2004,AE2005,AE2006,AE2007,AE2008,AE2009,AE2010,AE2011,AE2012,AE2013,AE2014,AE2015,AE4001,AE5001
"G3700130","1850","North Carolina","370","Beaufort","0130","Beaufort",13816,0,0,3764,3900,434,469,2734,2515,7664,903,5249,242,141,383,,134,64,1663,0,43,8,0,0,43,1572,11,250,657,610,0,2,1267,2,1267,2,167,77,5,0,,,,4,5,0,0,,0,,4,0,1,,0,,0,0,,,,210,899,1013,956,687,1187,804,523,363,190,69,22,5,3,1,173,871,962,882,761,1200,806,542,345,212,87,27,7,7,2,6932,6884,383,1770,1975,1838,1448,2387,1610,1065,708,402,156,49,12,10,3,1,0
"G3700150","1850","North Carolina","370","Bertie","0150","Bertie",12851,0,0,2558,2777,158,164,3572,3622,5335,322,7194,172,166,338,,52,86,1070,0,32,5,0,0,32,1280,5,110,378,350,0,0,728,0,728,0,54,7,10,0,,,,1,1,0,0,,0,,4,0,0,,0,,0,0,,,,167,869,894,831,654,1080,693,480,311,181,85,31,8,1,3,171,880,948,809,721,1044,735,554,311,237,98,34,10,5,6,6288,6563,338,1749,1842,1640,1375,2124,1428,1034,622,418,183,65,18,6,9,1,0
"G3700170","1850","North Carolina","370","Bladen","0170","Bladen",9767,0,0,2534,2515,168,192,2214,2144,5049,360,4358,161,123,284,,54,73,1005,0,39,0,0,0,39,691,0,0,362,314,0,0,676,0,676,0,32,32,4,0,,,,0,3,0,0,,0,,14,0,5,,0,,0,0,,,,146,743,784,659,479,806,471,353,248,136,63,20,7,1,0,138,725,742,664,498,756,496,341,228,167,77,13,5,1,0,4916,4851,284,1468,1526,1323,977,1562,967,694,476,303,140,33,12,2,0,1,0
"G3700190","1850","North Carolina","370","Brunswick","0190","Brunswick",7272,0,0,1816,1835,155,164,1868,1434,3651,319,3302,148,76,224,,58,63,771,0,17,3,0,0,17,469,3,58,197,207,0,0,404,0,404,0,145,13,8,0,,,,1,0,0,0,,0,,14,0,0,,0,,0,1,,,,117,516,512,444,373,752,433,323,213,97,43,16,0,0,0,107,479,528,431,363,568,366,266,177,86,50,10,2,0,0,3839,3433,224,995,1040,875,736,1320,799,589,390,183,93,26,2,0,0,1,0
"G3700210","1850","North Carolina","370","Buncombe","0210","Buncombe",13425,0,0,5914,5687,56,51,848,869,11601,107,1717,381,53,434,,80,25,1942,0,57,3,0,0,57,4682,5,125,1583,1273,0,0,2856,0,2856,0,1196,165,23,0,,,,1,0,0,0,,0,,15,0,3,,0,,0,2,,,,214,977,1092,955,825,1151,649,447,249,161,66,21,10,1,0,220,921,1065,948,738,1148,662,395,266,147,72,20,5,0,0,6818,6607,434,1898,2157,1903,1563,2299,1311,842,515,308,138,41,15,1,0,0,0
"G3700230","1850","North Carolina","370","Burke","0230","Burke",7772,0,0,2669,2808,77,86,1113,1019,5477,163,2132,171,56,227,,66,50,983,0,32,2,0,0,32,960,3,65,496,437,0,0,933,0,933,0,160,8,6,0,,,,2,0,0,0,,2,,15,0,3,,0,,0,0,,,,119,541,603,540,463,656,359,251,180,98,34,13,2,0,0,108,544,593,463,467,708,414,239,196,108,50,20,3,0,0,3859,3913,227,1085,1196,1003,930,1364,773,490,376,206,84,33,5,0,0,0,0
"G3700250","1850","North Carolina","370","Cabarrus","0250","Cabarrus",9747,0,0,3500,3442,64,56,1368,1317,6942,120,2685,212,83,295,,100,32,1296,0,36,3,0,0,36,2619,3,58,1017,697,0,0,1714,0,1714,0,122,30,1,0,,,,0,0,0,1,,6,,9,0,4,,0,,0,0,,,,133,661,729,713,576,847,550,317,235,115,43,9,2,2,0,162,599,622,625,593,875,541,336,245,139,56,20,1,0,1,4932,4815,295,1260,1351,1338,1169,1722,1091,653,480,254,99,29,3,2,1,0,0
"G3700270","1850","North Carolina","370","Caldwell","0270","Caldwell",6317,0,0,2455,2550,43,66,570,633,5005,109,1203,175,54,229,,45,10,926,0,24,3,0,0,24,680,4,89,419,355,0,0,774,0,774,0,180,6,13,0,,,,1,0,0,0,,0,,21,0,0,,0,,0,0,,,,129,424,479,413,342,497,303,188,135,70,56,24,4,1,3,100,416,496,408,385,548,334,249,138,106,46,19,4,0,0,3068,3249,229,840,975,821,727,1045,637,437,273,176,102,43,8,1,3,0,0
"G3700290","1850","North Carolina","370","Camden","0290","Camden",6049,0,0,1775,1790,139,158,1175,1012,3565,297,2187,135,74,209,,88,34,770,0,10,0,0,0,10,1350,0,0,390,249,0,0,639,0,639,0,102,12,3,0,,,,0,0,0,0,,0,,4,0,0,,0,,0,0,,,,110,378,456,415,328,571,364,219,126,84,29,7,1,1,0,99,360,444,383,341,527,318,212,133,97,32,11,3,0,0,3089,2960,209,738,900,798,669,1098,682,431,259,181,61,18,4,1,0,1,0
"G3700310","1850","North Carolina","370","Carteret","0310","Carteret",6939,0,0,2546,2620,58,92,773,850,5166,150,1623,135,46,181,,41,16,972,0,20,4,0,0,24,1035,4,95,548,497,0,0,1045,0,1044,1,19,6,7,0,,,,0,1,1,0,,0,,9,0,0,,0,,0,0,,,,100,441,520,476,373,512,362,279,185,87,35,5,0,1,1,81,464,519,432,400,567,422,276,218,119,48,10,3,2,1,3377,3562,181,905,1039,908,773,1079,784,555,403,206,83,15,3,3,2,1,0
"G3700330","1850","North Carolina","370","Caswell","0330","Caswell",15269,0,0,3421,3655,204,219,3941,3829,7076,423,7770,146,180,326,,101,140,815,0,30,7,0,0,30,616,15,242,554,533,0,1,1087,1,1088,0,1138,12,8,0,,,,0,1,0,0,,0,,10,0,7,,0,,0,0,,,,154,1009,1168,1057,837,1265,768,568,387,198,104,46,2,3,0,172,1004,1205,1037,888,1326,784,559,367,220,93,41,5,2,0,7566,7703,326,2013,2373,2094,1725,2591,1552,1127,754,418,197,87,7,5,0,0,0
"G3700350","1850","North Carolina","370","Catawba","0350","Catawba",8862,0,0,3585,3690,5,13,758,811,7275,18,1569,248,53,301,,46,15,1237,0,43,0,0,0,43,1680,0,0,790,755,0,0,1545,0,1545,0,122,7,0,0,,,,0,0,0,7,,4,,7,0,1,,0,,0,0,,,,162,659,721,566,445,676,430,284,224,115,50,13,2,0,1,139,588,679,589,540,763,476,327,227,115,53,14,3,0,1,4348,4514,301,1247,1400,1155,985,1439,906,611,451,230,103,27,5,0,2,0,0
"G3700370","1850","North Carolina","370","Chatham","0370","Chatham",18449,0,0,5987,6174,159,144,2971,3014,12161,303,5985,354,183,537,,97,86,2210,0,38,6,0,0,38,1750,8,169,1341,1062,0,0,2403,0,2403,0,104,13,16,7,,,,1,0,3,0,,0,,26,0,0,,0,,0,0,,,,297,1217,1472,1311,1020,1540,864,626,395,215,103,43,7,4,3,240,1155,1403,1281,1028,1619,1045,670,440,259,129,49,7,4,3,9117,9332,537,2372,2875,2592,2048,3159,1909,1296,835,474,232,92,14,8,6,0,0
"G3700390","1850","North Carolina","370","Cherokee","0390","Cherokee",6838,0,0,3340,3153,5,3,157,180,6493,8,337,264,12,276,,35,3,1020,0,30,2,0,0,30,1050,2,80,644,503,0,0,1147,0,1147,0,1004,5,2,0,,,,0,0,0,0,,0,,2,0,0,,0,,0,0,,,,142,514,612,507,396,523,332,239,132,60,34,10,0,0,1,134,488,560,460,401,525,349,202,142,48,24,3,0,0,0,3502,3336,276,1002,1172,967,797,1048,681,441,274,108,58,13,0,0,1,0,0
"G3700410","1850","North Carolina","370","Chowan","0410","Chowan",6721,0,0,1377,1562,39,70,1889,1784,2939,109,3673,41,53,94,,99,49,613,0,13,3,0,0,13,1040,4,85,230,196,0,1,426,1,427,0,78,20,4,0,,,,2,0,0,0,,0,,3,0,0,,0,,0,0,,,,45,493,490,426,298,601,392,224,196,89,28,16,6,1,0,49,491,468,406,375,546,412,315,190,108,36,13,4,3,0,3305,3416,94,984,958,832,673,1147,804,539,386,197,64,29,10,4,0,1,0
"G3700450","1850","North Carolina","370","Cleveland","0450","Cleveland",10396,0,0,4326,4265,35,23,855,892,8591,58,1747,276,69,345,,66,24,1526,0,50,1,0,0,50,2500,1,20,616,501,3,0,1117,3,1120,0,537,10,9,0,,,,0,0,0,0,,0,,21,0,0,,0,,0,0,,,,181,778,834,738,591,821,496,353,212,116,62,33,1,0,0,164,689,802,694,627,859,516,403,200,127,69,29,1,0,0,5216,5180,345,1467,1636,1432,1218,1680,1012,756,412,243,131,62,2,0,0,0,0
"G3700470","1850","North Carolina","370","Columbus","0470","Columbus",5909,0,0,2138,2117,77,74,734,769,4255,151,1503,162,52,214,,33,19,777,0,21,0,0,0,21,462,0,0,461,318,1,0,779,1,780,0,176,5,14,0,,,,0,0,0,0,,0,,4,0,0,,0,,0,0,,,,106,472,507,409,291,437,283,185,131,76,35,16,1,0,0,108,486,494,369,302,443,302,193,121,88,33,17,4,0,0,2949,2960,214,958,1001,778,593,880,585,378,252,164,68,33,5,0,0,1,0
"G3700490","1850","North Carolina","370","Craven","0490","Craven",14709,4681,0,3579,3641,696,842,2812,3139,7220,1538,5951,246,110,356,,78,19,1842,0,45,6,0,0,45,758,10,147,530,560,19,27,1090,46,1136,0,124,89,4,1,,,,2,8,0,0,,0,,5,0,1,,1,,0,0,,,,168,948,1042,929,699,1158,841,556,403,236,74,23,8,2,0,188,908,1054,927,747,1369,917,627,458,244,108,61,5,9,0,7087,7622,356,1856,2096,1856,1446,2527,1758,1183,861,480,182,84,13,11,0,1,0
"G3700510","1850","North Carolina","370","Cumberland","0510","Cumberland",20610,4646,0,6134,6313,437,509,3651,3566,12447,946,7217,328,182,510,,133,101,2531,0,56,10,0,0,60,1471,14,316,1042,767,0,0,1809,0,1805,4,357,369,15,0,,,,2,0,0,0,,0,,11,0,4,,1,,0,0,,,,263,1398,1477,1381,1073,1866,1056,710,509,312,120,47,6,4,0,247,1342,1466,1301,1156,1826,1123,840,550,348,136,44,9,0,0,10222,10388,510,2740,2943,2682,2229,3692,2179,1550,1059,660,256,91,15,4,0,1,0
"G3700530","1850","North Carolina","370","Currituck","0530","Currituck",7236,0,0,2231,2368,87,103,1260,1187,4599,190,2447,169,79,248,,64,29,925,0,12,0,0,0,12,305,0,0,230,184,0,0,414,0,414,0,135,3,5,0,,,,0,0,0,0,,0,,7,0,0,,0,,0,0,,,,133,475,582,434,392,620,359,270,178,88,30,16,1,0,0,115,458,559,478,378,621,450,272,182,101,27,11,3,3,0,3578,3658,248,933,1141,912,770,1241,809,542,360,189,57,27,4,3,0,1,0
"G3700570","1850","North Carolina","370","Davidson","0570","Davidson",15320,0,0,5978,6159,103,88,1504,1488,12137,191,2992,395,91,486,,110,57,2308,0,60,5,0,0,60,2963,5,77,1582,1277,2,2,2859,4,2863,0,151,27,10,0,,,,0,0,1,1,,6,,22,1,1,,0,,0,0,,,,236,1075,1182,1088,837,1259,796,508,352,163,64,19,5,1,0,250,981,1095,1008,873,1382,875,566,386,207,75,25,10,2,0,7585,7735,486,2056,2277,2096,1710,2641,1671,1074,738,370,139,44,15,3,0,0,0
"G3700590","1850","North Carolina","370","Davie","0590","Davie",7866,0,0,2804,2808,45,38,1043,1128,5612,83,2171,182,83,265,,50,17,1027,0,20,2,0,0,20,700,2,60,610,490,0,0,1100,0,1100,0,225,1,4,0,,,,1,2,0,0,,1,,10,0,1,,0,,0,0,,,,135,573,577,569,416,653,448,253,157,81,22,6,2,0,0,130,561,594,504,446,684,432,271,183,105,44,12,6,2,0,3892,3974,265,1134,1171,1073,862,1337,880,524,340,186,66,18,8,2,0,0,0
"G3700610","1850","North Carolina","370","Duplin","0610","Duplin",13514,0,0,3527,3635,175,170,2994,3013,7162,345,6007,261,218,479,,80,89,1419,0,16,4,0,0,21,906,4,130,750,662,2,1,1412,3,1415,0,42,20,12,0,,,,0,0,0,0,,0,,4,0,3,,0,,0,0,,,,245,986,1057,920,647,1127,636,446,318,193,86,27,3,3,2,234,970,1032,877,747,1149,704,442,324,191,109,29,8,2,0,6696,6818,479,1956,2089,1797,1394,2276,1340,888,642,384,195,56,11,5,2,1,1
"G3700650","1850","North Carolina","370","Edgecombe","0650","Edgecombe",17189,0,0,4085,4274,142,141,4318,4229,8359,283,8547,235,255,490,,91,129,1649,0,43,4,0,0,43,1290,6,160,878,589,0,0,1467,0,1467,0,107,17,11,0,,,,1,3,0,0,,0,,4,0,0,,0,,0,0,,,,252,1118,1340,1109,983,1590,821,554,415,214,99,33,9,2,6,238,1146,1248,1121,1003,1511,936,604,432,243,112,33,12,3,2,8545,8644,490,2264,2588,2230,1986,3101,1757,1158,847,457,211,66,21,5,8,0,1
"G3700670","1850","North Carolina","370","Forsyth","0670","Forsyth",11168,0,0,4665,4996,67,87,698,655,9661,154,1353,289,50,339,,104,8,1739,0,41,1,0,0,41,2071,20,150,1134,1098,0,0,2232,0,2232,0,381,53,4,0,,,,0,0,0,0,,0,,12,6,0,,0,,0,0,,,,172,730,812,705,630,911,564,395,264,159,71,16,1,0,0,167,661,784,788,623,1090,604,421,318,175,82,20,3,2,0,5430,5738,339,1391,1596,1493,1253,2001,1168,816,582,334,153,36,4,2,0,0,0
"G3700690","1850","North Carolina","370","Franklin","0690","Franklin",11713,0,0,2717,2926,272,291,2755,2752,5643,563,5507,141,137,278,,62,60,1115,0,28,12,0,0,28,800,14,255,583,504,0,0,1087,0,1087,0,114,6,7,0,,,,0,0,0,0,,0,,9,0,1,,0,,0,0,,,,133,788,915,838,654,906,564,344,276,201,81,32,8,4,0,145,789,942,808,670,988,614,417,270,209,76,33,6,2,0,5744,5969,278,1577,1857,1646,1324,1894,1178,761,546,410,157,65,14,6,0,0,1
"G3700710","1850","North Carolina","370","Gaston","0710","Gaston",8073,0,0,2951,2984,11,15,1082,1030,5935,26,2112,189,61,250,,27,8,1072,0,,0,0,0,,1520,0,0,827,745,0,0,1572,0,1572,0,89,20,1,0,,,,0,0,0,0,,4,,9,0,5,,1,,0,0,,,,128,529,612,570,468,711,421,242,176,109,59,16,3,0,0,122,576,572,559,494,667,450,223,172,124,53,11,6,0,0,4044,4029,250,1105,1184,1129,962,1378,871,465,348,233,112,27,9,0,0,0,0
"G3700730","1850","North Carolina","370","Gates","0730","Gates",8426,0,0,2015,2144,184,212,1902,1969,4159,396,3871,110,102,212,,125,85,880,0,12,10,0,0,12,520,11,210,341,239,1,2,580,3,583,0,318,3,4,1,,,,0,0,0,0,,0,,8,0,0,,0,,0,0,,,,111,571,635,571,428,665,429,289,219,119,49,11,2,2,0,101,534,637,551,520,730,467,341,237,116,65,20,4,2,0,4101,4325,212,1105,1272,1122,948,1395,896,630,456,235,114,31,6,4,0,1,0
"G3700770","1850","North Carolina","370","Granville","0770","Granville",21249,0,0,5093,5201,510,580,4912,4953,10294,1090,9865,253,238,491,,171,189,2093,0,48,5,0,0,48,1535,6,113,1047,889,0,0,1936,0,1936,0,807,51,7,2,,,,4,0,0,0,,0,,9,0,4,,0,,0,0,,,,244,1464,1609,1484,1165,1712,1052,745,536,300,135,47,13,8,1,247,1424,1645,1457,1174,1854,1149,751,491,303,166,43,16,10,4,10515,10734,491,2888,3254,2941,2339,3566,2201,1496,1027,603,301,90,29,18,5,0,0
"G3700790","1850","North Carolina","370","Greene","0790","Greene",6619,0,0,1537,1722,65,51,1591,1653,3259,116,3244,85,83,168,,60,63,684,0,14,2,0,0,14,420,2,60,232,202,0,0,434,0,434,0,7,0,7,0,,,,0,0,0,0,,0,,5,0,0,,0,,0,0,,,,80,448,486,470,329,548,335,207,167,73,41,8,1,0,0,88,473,511,424,392,634,323,233,179,110,41,14,2,2,0,3193,3426,168,921,997,894,721,1182,658,440,346,183,82,22,3,2,0,0,0
"G3700810","1850","North Carolina","370","Guilford","0810","Guilford",19754,0,0,7869,8005,336,358,1560,1626,15874,694,3186,448,89,537,,151,31,3048,1,58,4,7,120,58,3927,11,160,2046,1760,0,0,3806,0,3806,0,548,38,1,1,,,,0,0,7,1,,2,,24,0,4,,0,,0,0,,,,290,1240,1467,1373,1085,1716,1025,730,436,234,132,34,3,0,0,247,1187,1374,1256,1152,1831,1169,799,486,287,150,41,9,1,0,9765,9989,537,2427,2841,2629,2237,3547,2194,1529,922,521,282,75,12,1,0,0,0
"G3700830","1850","North Carolina","370","Halifax","0830","Halifax",16589,0,0,2838,2927,869,1001,4442,4512,5765,1870,8954,202,250,452,,127,258,1759,0,32,1,0,0,32,750,1,15,446,347,3,2,793,5,796,2,235,22,6,0,,,,1,0,0,0,,0,,24,0,0,,0,,0,0,,,,217,1047,1243,1125,869,1318,841,617,452,257,113,38,9,3,0,235,1069,1230,1057,843,1512,930,656,438,261,145,44,15,5,0,8149,8440,452,2116,2473,2182,1712,2830,1771,1273,890,518,258,82,24,8,0,1,1
"G3700870","1850","North Carolina","370","Haywood","0870","Haywood",7074,0,0,3341,3300,6,9,204,214,6641,15,418,247,9,256,,93,12,1110,0,43,2,0,0,43,824,3,75,687,549,0,0,1236,0,1236,0,399,3,10,0,,,,0,0,0,0,,0,,16,0,0,,0,,0,0,,,,136,523,601,521,365,557,319,228,127,86,53,24,8,3,0,120,574,542,460,418,571,331,225,135,84,35,19,7,2,0,3551,3523,256,1097,1143,981,783,1128,650,453,262,170,88,43,15,5,0,0,0
"G3700890","1850","North Carolina","370","Henderson","0890","Henderson",6853,0,0,3013,2879,21,16,482,442,5892,37,924,154,45,199,,46,0,931,0,42,0,0,0,42,1680,0,0,383,340,0,0,723,0,723,0,69,21,10,0,,,,1,0,0,0,,0,,8,0,2,,0,,0,0,,,,114,516,573,525,348,565,352,219,166,85,41,11,1,0,0,85,462,553,473,368,575,351,218,116,90,36,10,0,0,0,3516,3337,199,978,1126,998,716,1140,703,437,282,175,77,21,1,0,0,0,0
"G3700910","1850","North Carolina","370","Hertford","0910","Hertford",8142,0,0,1702,1851,429,444,1893,1823,3553,873,3716,121,96,217,,70,105,831,0,13,6,0,0,13,378,10,155,315,259,0,0,574,0,574,0,59,0,7,0,,,,0,0,0,0,,0,,4,0,0,,0,,0,0,,,,124,552,634,536,409,698,405,290,203,106,44,20,1,2,0,93,557,572,537,456,702,465,286,236,133,63,15,2,1,0,4024,4118,217,1109,1206,1073,865,1400,870,576,439,239,107,35,3,3,0,1,0
"G3700950","1850","North Carolina","370","Hyde","0950","Hyde",7636,0,0,2399,2357,125,128,1386,1241,4756,253,2627,176,65,241,,84,66,923,0,16,2,0,0,16,691,2,78,399,373,3,1,772,4,776,0,13,2,1,0,,,,0,0,0,0,,0,,9,0,0,,0,,0,0,,,,128,511,576,556,434,629,467,272,192,97,31,13,3,1,0,113,521,536,481,408,608,427,296,194,92,37,10,2,1,0,3910,3726,241,1032,1112,1037,842,1237,894,568,386,189,68,23,5,2,0,1,0
"G3700970","1850","North Carolina","370","Iredell","0970","Iredell",14719,0,0,5108,5439,14,16,2060,2082,10547,30,4142,331,163,494,,96,65,1834,0,76,2,0,0,76,2399,2,60,1477,1258,0,0,2735,0,2735,0,384,52,16,0,,,,0,0,0,0,,4,,16,0,12,,0,,0,0,,,,244,931,1120,1054,813,1137,663,486,407,187,112,22,4,2,0,250,908,1081,1015,867,1237,806,567,418,214,126,39,9,0,0,7182,7537,494,1839,2201,2069,1680,2374,1469,1053,825,401,238,61,13,2,0,0,0
"G3701010","1850","North Carolina","370","Johnston","1010","Johnston",13726,0,0,4401,4478,107,77,2394,2269,8879,184,4663,237,157,394,,68,56,1704,0,48,4,0,0,48,1086,5,90,580,469,0,0,1049,0,1049,0,91,21,16,1,,,,0,0,0,0,,0,,4,0,0,,0,,0,0,,,,221,936,1061,948,785,1177,699,454,320,190,85,24,2,0,0,173,1029,1031,903,782,1161,683,463,324,168,74,19,11,3,0,6902,6824,394,1965,2092,1851,1567,2338,1382,917,644,358,159,43,13,3,0,0,0
"G3701030","1850","North Carolina","370","Jones","1030","Jones",5038,0,0,1049,1090,73,69,1378,1379,2139,142,2757,63,72,135,,34,28,440,0,12,0,0,0,12,240,0,0,174,150,0,0,324,0,324,0,22,4,1,0,,,,0,8,0,0,,0,,4,0,0,,0,,0,0,,,,58,333,409,388,285,393,229,176,129,66,21,11,2,0,0,77,396,390,305,281,386,278,172,122,77,36,11,4,3,0,2500,2538,135,729,799,693,566,779,507,348,251,143,57,22,6,3,0,0,0
"G3701070","1850","North Carolina","370","Lenoir","1070","Lenoir",7828,0,0,1775,1792,72,73,2074,2042,3567,145,4116,89,101,190,,44,53,702,0,8,1,0,0,8,200,1,35,275,214,0,0,489,0,489,0,18,10,8,1,,,,1,2,0,0,,0,,2,0,0,,0,,0,0,,,,101,621,615,558,432,624,414,233,183,87,38,13,2,0,0,89,578,597,523,425,700,400,253,183,103,36,17,0,3,0,3921,3907,190,1199,1212,1081,857,1324,814,486,366,190,74,30,2,3,0,0,0
"G3701090","1850","North Carolina","370","Lincoln","1090","Lincoln",7746,0,0,2730,2925,18,18,1084,971,5655,36,2055,171,50,221,,45,31,1022,0,2,1,0,0,3,68,1,12,522,510,0,0,1032,0,1032,0,110,16,2,0,,,,1,0,0,3,,3,,13,0,3,,0,,0,0,,,,116,536,568,496,415,638,407,261,218,104,58,13,2,0,0,105,529,567,507,455,690,438,269,176,107,56,12,2,1,0,3832,3914,221,1065,1135,1003,870,1328,845,530,394,211,114,25,4,1,0,0,0
"G3701110","1850","North Carolina","370","McDowell","1110","Mcdowell",6246,0,0,2368,2403,109,104,610,652,4771,213,1262,142,40,182,,38,21,860,0,30,7,0,0,30,600,7,175,428,367,0,0,795,0,795,0,200,6,6,0,,,,0,0,0,0,,0,,8,0,3,,0,,0,0,,,,76,446,490,410,365,538,286,207,147,78,35,8,1,0,0,106,431,486,398,351,588,296,212,156,72,42,16,5,0,0,3087,3159,182,877,976,808,716,1126,582,419,303,150,77,24,6,0,0,0,0
"G3701130","1850","North Carolina","370","Macon","1130","Macon",6389,0,0,2896,2838,56,50,262,287,5734,106,549,165,11,176,,58,9,963,0,41,2,0,0,41,1250,2,100,528,445,9,3,973,12,985,0,653,10,3,0,,,,0,0,0,0,,0,,5,0,1,,0,,0,0,,,,105,458,532,455,342,517,305,208,150,83,39,18,1,1,0,71,445,535,441,353,529,324,202,136,81,39,15,3,1,0,3214,3175,176,903,1067,896,695,1046,629,410,286,164,78,33,4,2,0,0,0
"G3701170","1850","North Carolina","370","Martin","1170","Martin",8307,0,0,2355,2262,152,171,1758,1609,4617,323,3367,143,96,239,,48,51,923,0,25,4,0,0,25,900,4,100,398,283,0,0,681,0,681,0,9,6,1,0,,,,1,0,0,0,,0,,8,0,6,,0,,0,0,,,,110,614,661,578,446,720,477,289,204,107,40,16,2,1,0,129,567,562,520,421,715,461,305,188,117,38,12,6,1,0,4265,4042,239,1181,1223,1098,867,1435,938,594,392,224,78,28,8,2,0,1,0
"G3701190","1850","North Carolina","370","Mecklenburg","1190","Mecklenburg",13914,0,0,4148,4137,62,94,2684,2789,8285,156,5473,215,168,383,,69,73,1632,1,45,7,4,65,45,1354,7,161,780,723,0,0,1503,0,1503,0,238,90,1,0,,,,1,0,0,0,,0,,10,0,19,,0,,0,0,,,,171,802,1009,1013,776,1276,735,504,359,151,71,17,4,1,5,212,805,969,977,876,1245,749,530,352,192,79,16,9,6,3,6894,7020,383,1607,1978,1990,1652,2521,1484,1034,711,343,150,33,13,7,8,0,1
"G3701230","1850","North Carolina","370","Montgomery","1230","Montgomery",6872,0,0,2514,2541,25,19,841,932,5055,44,1773,172,71,243,,44,28,902,0,34,3,0,0,34,1022,3,68,660,510,2,5,1170,7,1177,0,77,23,4,0,,,,0,0,0,0,,0,,13,0,2,,0,,0,0,,,,122,451,502,487,389,589,329,215,142,84,54,14,2,0,0,121,480,497,482,402,583,342,247,167,88,56,20,2,5,0,3380,3492,243,931,999,969,791,1172,671,462,309,172,110,34,4,5,0,0,0
"G3701250","1850","North Carolina","370","Moore","1250","Moore",9342,0,0,3476,3720,79,91,958,1018,7196,170,1976,207,82,289,,59,17,1286,0,31,3,0,0,31,1400,4,84,788,643,0,0,1431,0,1416,15,41,174,6,4,,,,0,0,0,0,,0,,8,0,6,,0,,0,0,,,,153,614,638,640,530,747,418,325,198,141,77,29,2,1,0,136,519,682,654,540,827,542,384,266,159,89,28,3,0,0,4513,4829,289,1133,1320,1294,1070,1574,960,709,464,300,166,57,5,1,0,0,0
"G3701270","1850","North Carolina","370","Nash","1270","Nash",10657,0,0,2908,3064,313,316,1983,2073,5972,629,4056,229,141,370,,72,54,1248,0,31,13,0,0,31,726,13,260,460,328,0,0,788,0,788,0,83,14,9,0,,,,0,0,0,0,,0,,8,0,0,,0,,0,0,,,,211,726,815,762,607,841,492,305,219,153,51,20,2,0,0,159,726,863,726,561,893,575,366,278,174,87,33,8,3,1,5204,5453,370,1452,1678,1488,1168,1734,1067,671,497,327,138,53,10,3,1,0,1
"G3701290","1850","North Carolina","370","New Hanover","1290","New Hanover",17668,7264,0,4099,4102,404,482,4424,4157,8201,886,8581,267,178,445,,130,139,1888,0,39,9,0,0,39,1170,14,323,747,714,0,0,1461,0,1460,1,537,246,5,0,,,,0,0,0,0,,0,,11,0,3,,0,,0,0,,,,214,1203,1182,1156,849,1653,1248,723,384,199,82,27,4,3,0,231,1122,1275,1100,915,1585,1044,654,399,252,114,36,9,5,0,8927,8741,445,2325,2457,2256,1764,3238,2292,1377,783,451,196,63,13,8,0,1,1
"G3701310","1850","North Carolina","370","Northampton","1310","Northampton",13335,0,0,2875,3119,418,412,3372,3139,5994,830,6511,125,134,259,,94,135,1341,0,18,9,0,0,18,343,9,173,455,387,0,0,842,0,842,0,591,5,4,0,,,,0,3,1,0,,0,,13,0,0,,0,,0,0,,,,141,881,991,941,763,1080,707,474,356,205,90,31,3,2,0,118,818,933,821,762,1176,770,510,381,220,114,38,8,1,0,6665,6670,259,1699,1924,1762,1525,2256,1477,984,737,425,204,69,11,3,0,1,1
"G3701330","1850","North Carolina","370","Onslow","1330","Onslow",8283,0,0,2427,2576,80,92,1541,1567,5003,172,3108,144,66,210,,38,34,962,0,12,1,0,0,20,565,2,45,307,249,0,0,556,0,556,0,19,20,5,0,,,,0,2,0,0,,0,,5,0,10,,0,,0,0,,,,95,579,632,599,429,653,408,283,198,111,39,15,7,0,0,115,613,614,589,461,664,482,284,214,134,45,16,3,1,0,4048,4235,210,1192,1246,1188,890,1317,890,567,412,245,84,31,10,1,0,1,0
"G3701350","1850","North Carolina","370","Orange","1350","Orange",17055,0,0,5639,5691,239,242,2523,2721,11330,481,5244,294,119,413,,73,69,2186,1,53,10,9,160,53,4220,18,350,1114,789,0,0,1903,0,1903,0,167,3,13,1,,,,3,0,0,0,,0,,12,0,0,,0,,0,0,,,,193,1109,1308,1119,1062,1348,906,549,389,251,116,40,9,2,0,220,1061,1244,1087,938,1521,959,710,471,244,140,42,15,2,0,8401,8654,413,2170,2552,2206,2000,2869,1865,1259,860,495,256,82,24,4,0,0,0
