GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,ADQ001,ADZ001,AD9001,AEW001,AEW002,AEW003,AEW004,AEW005,AEW006,AE6001,AE6002,AE6003,ADR001,ADR002,ADS001,ADU001,ADV001,ADV002,ADX001,AD0001,AD0002,AD0003,AD1001,AD1002,AD1003,AD1004,AD1005,AD1006,AD4001,AD4002,AD4003,AD4004,AD5001,AD5002,AD6001,AD6002,AEM001,AEM002,AET001,AET002,AET003,AET004,AET005,AET006,AET007,AET008,AET009,AET010,AET011,AET012,AET013,AET014,AET015,AET016,AET017,AET018,AET019,AET020,AET021,AET022,AET023,AE0001,AE0002,AE0003,AE0004,AE0005,AE0006,AE0007,AE0008,AE0009,AE0010,AE0011,AE0012,AE0013,AE0014,AE0015,AE0016,AE0017,AE0018,AE0019,AE0020,AE0021,AE0022,AE0023,AE0024,AE0025,AE0026,AE0027,AE0028,AE0029,AE0030,AE1001,AE1002,AE2001,AE2002,AE2003,AE2004,AE2005,AE2006,AE2007,AE2008,AE2009,AE2010,AE2011,AE2012,AE2013,AE2014,AE2015,AE4001,AE5001
"G3701390","1850","North Carolina","370","Pasquotank","1390","Pasquotank",8950,0,0,2315,2295,600,635,1658,1447,4610,1235,3105,137,75,212,,55,39,1150,0,16,5,0,0,16,640,7,185,400,317,0,0,717,0,710,7,89,26,5,0,,,,1,0,1,0,,0,,7,0,0,,0,,0,0,,,,124,520,602,662,482,890,560,359,225,96,36,13,3,1,0,88,499,596,574,504,825,556,353,210,96,49,19,4,4,0,4573,4377,212,1019,1198,1236,986,1715,1116,712,435,192,85,32,7,5,0,1,0
"G3701430","1850","North Carolina","370","Perquimans","1430","Perquimans",7332,0,0,1831,1799,213,237,1703,1549,3630,450,3252,158,87,245,,87,56,818,0,15,3,0,0,15,375,5,105,252,215,0,0,467,0,467,0,87,2,1,0,,,,3,0,4,0,,0,,6,0,0,,0,,0,0,,,,132,490,541,494,406,658,415,273,201,88,35,12,2,0,0,113,472,517,411,367,671,405,275,195,105,40,13,1,0,0,3747,3585,245,962,1058,905,773,1329,820,548,396,193,75,25,3,0,0,1,0
"G3701450","1850","North Carolina","370","Person","1450","Person",10781,0,0,2723,2870,153,142,2443,2450,5593,295,4893,151,155,306,,49,65,1070,0,,0,0,0,,,0,0,441,368,0,0,809,0,809,0,371,2,10,0,,,,0,0,0,0,,0,,8,0,0,,0,,0,0,,,,147,744,893,727,601,836,546,336,241,145,79,23,1,0,0,159,694,906,745,568,940,568,358,274,146,73,25,5,1,0,5319,5462,306,1438,1799,1472,1169,1776,1114,694,515,291,152,48,6,1,0,0,0
"G3701470","1850","North Carolina","370","Pitt","1470","Pitt",13397,0,0,3255,3409,40,60,3309,3324,6664,100,6633,187,191,378,,116,94,1315,0,31,2,0,0,31,1035,2,56,659,494,0,0,1153,0,1153,0,41,7,6,0,,,,1,5,0,0,,0,,1,0,0,,0,,0,0,,,,201,915,1068,927,687,1070,659,429,324,201,87,27,6,3,0,177,873,1013,916,716,1225,707,459,366,221,77,27,13,3,0,6604,6793,378,1788,2081,1843,1403,2295,1366,888,690,422,164,54,19,6,0,1,0
"G3701510","1850","North Carolina","370","Randolph","1510","Randolph",15832,0,0,6864,6923,209,196,804,836,13787,405,1640,376,54,430,,124,30,2512,0,62,2,0,0,62,1550,2,48,1645,1290,3,3,2935,6,2941,0,126,18,5,2,,,,0,1,7,0,,1,,33,0,0,,0,,0,0,,,,229,1007,1170,1105,938,1395,798,521,383,169,117,26,4,0,15,201,961,1156,1012,965,1464,862,584,388,228,103,25,4,1,1,7877,7955,430,1968,2326,2117,1903,2859,1660,1105,771,397,220,51,8,1,16,0,0
"G3701530","1850","North Carolina","370","Richmond","1530","Richmond",9818,0,0,2405,2484,120,105,2348,2356,4889,225,4704,100,145,245,,45,57,949,0,27,1,0,0,28,903,1,25,457,350,1,0,807,1,808,0,264,152,4,0,,,,0,0,0,0,,0,,10,0,3,,0,,0,0,,,,139,737,802,663,553,818,493,289,185,109,65,14,2,0,4,106,682,726,660,559,845,523,370,205,160,73,23,3,3,7,4873,4945,245,1419,1528,1323,1112,1663,1016,659,390,269,138,37,5,3,11,0,0
"G3701550","1850","North Carolina","370","Robeson","1550","Robeson",12826,0,0,3610,3621,582,648,2137,2228,7231,1230,4365,207,138,345,,92,63,1513,1,61,2,4,60,61,1415,3,70,861,662,23,24,1523,47,1518,52,310,153,7,0,,,,0,0,0,0,,0,,3,0,7,,0,,0,0,,,,176,896,1037,886,693,1020,633,403,309,161,79,27,4,3,2,169,877,1016,853,694,1060,693,430,359,203,100,33,10,0,0,6329,6497,345,1773,2053,1739,1387,2080,1326,833,668,364,179,60,14,3,2,0,0
"G3701570","1850","North Carolina","370","Rockingham","1570","Rockingham",14495,0,0,4245,4502,202,217,2627,2702,8747,419,5329,262,188,450,,117,59,1693,0,24,2,0,0,24,1015,2,45,653,573,0,0,1226,0,1224,2,1136,30,4,0,,,,0,0,0,0,,0,,11,0,3,,0,,0,0,,,,233,994,1073,1001,775,1160,737,475,324,182,78,30,11,1,0,217,1033,1151,991,833,1293,749,514,348,169,81,35,6,1,0,7074,7421,450,2027,2224,1992,1608,2453,1486,989,672,351,159,65,17,2,0,0,0
"G3701590","1850","North Carolina","370","Rowan","1590","Rowan",13870,0,0,4843,5057,64,52,1894,1960,9900,116,3854,301,116,417,,140,62,1242,0,43,1,0,0,43,2362,1,40,1215,1131,0,0,2346,0,2345,1,170,46,1,0,,,,3,0,0,2,,10,,10,0,6,,0,,0,0,,,,202,853,953,953,780,1263,788,461,317,150,46,20,2,0,13,215,847,921,941,837,1352,834,483,353,183,68,19,4,3,9,6801,7069,417,1700,1874,1894,1617,2615,1622,944,670,333,114,39,6,3,22,0,0
"G3701610","1850","North Carolina","370","Rutherford","1610","Rutherford",13550,0,0,5151,5274,104,116,1478,1427,10425,220,2905,296,84,380,,114,26,1856,0,81,2,0,0,120,4800,4,75,1373,1046,0,0,2419,0,2419,0,878,25,24,0,,,,1,0,0,0,,0,,18,0,3,,0,,0,0,,,,177,973,1048,1009,774,1077,653,467,276,152,94,28,5,0,0,203,959,1008,846,801,1148,704,481,315,209,96,43,1,3,0,6733,6817,380,1932,2056,1855,1575,2225,1357,948,591,361,190,71,6,3,0,0,0
"G3701630","1850","North Carolina","370","Sampson","1630","Sampson",14585,0,0,4175,4248,267,210,2857,2828,8423,477,5685,253,142,395,,83,78,1582,0,59,2,0,0,59,3317,2,70,512,478,0,0,990,0,990,0,77,13,17,0,,,,0,0,0,0,,0,,5,0,2,,0,,0,1,,,,195,1062,1194,1048,809,1184,678,493,344,181,80,22,7,2,0,200,1033,1135,1016,812,1223,720,519,329,180,84,28,7,0,0,7299,7286,395,2095,2329,2064,1621,2407,1398,1012,673,361,164,50,14,2,0,1,0
"G3701670","1850","North Carolina","370","Stanly","1670","Stanly",6922,0,0,2708,2729,25,24,758,678,5437,49,1436,158,45,203,,44,37,946,0,33,2,0,0,33,660,3,60,648,528,0,0,1176,0,1176,0,45,9,6,0,,,,0,0,0,0,,3,,12,0,0,,0,,0,0,,,,94,473,543,539,437,571,315,233,146,81,39,17,1,2,0,109,442,548,483,417,571,323,245,165,71,39,15,3,0,0,3491,3431,203,915,1091,1022,854,1142,638,478,311,152,78,32,4,2,0,0,0
"G3701690","1850","North Carolina","370","Stokes","1690","Stokes",9206,0,0,3575,3689,78,71,838,955,7264,149,1793,187,45,232,,50,20,1268,0,36,0,0,0,40,1035,0,0,481,385,0,0,866,0,866,0,1024,1,8,0,,,,0,0,0,0,,1,,7,0,2,,0,,0,0,,,,114,607,698,703,492,709,474,292,197,119,65,20,1,0,0,118,594,762,628,545,819,495,327,188,138,65,25,7,4,0,4491,4715,232,1201,1460,1331,1037,1528,969,619,385,257,130,45,8,4,0,0,0
"G3701710","1850","North Carolina","370","Surry","1710","Surry",18443,0,0,7925,8234,128,156,955,1045,16159,284,2000,495,53,548,,126,21,2797,0,63,5,0,0,63,2098,6,140,1459,1054,1,0,2513,1,2514,0,805,20,13,0,,,,0,0,3,0,,0,,14,0,0,,0,,0,0,,,,280,1197,1461,1269,1058,1478,853,596,429,225,105,49,7,1,0,268,1230,1410,1241,1082,1597,993,695,452,270,124,55,15,3,0,9008,9435,548,2427,2871,2510,2140,3075,1846,1291,881,495,229,104,22,4,0,0,0
"G3701770","1850","North Carolina","370","Tyrrell","1770","Tyrrell",5133,0,0,1636,1665,64,66,884,818,3301,130,1702,126,45,171,,34,23,636,0,20,0,0,0,20,400,0,0,229,186,0,0,415,0,415,0,34,6,2,0,,,,0,5,0,0,,0,,5,0,0,,0,,0,0,,,,85,369,363,346,234,485,308,182,124,53,23,10,2,0,0,86,384,377,291,245,481,307,174,122,52,17,11,1,1,0,2584,2549,171,753,740,637,479,966,615,356,246,105,40,21,3,1,0,1,0
"G3701790","1850","North Carolina","370","Union","1790","Union",10051,0,0,3997,4021,26,25,975,1007,8018,51,1982,289,67,356,,80,27,1422,0,27,1,0,0,27,1038,2,50,730,607,0,0,1337,0,1337,0,445,16,8,0,,,,0,0,0,0,,0,,14,0,1,,0,,0,0,,,,176,692,792,772,582,812,467,316,226,88,55,18,2,0,0,180,711,832,687,572,874,473,348,203,99,48,23,2,1,0,4998,5053,356,1403,1624,1459,1154,1686,940,664,429,187,103,41,4,1,0,0,0
"G3701830","1850","North Carolina","370","Wake","1830","Wake",24888,4518,0,6796,7377,629,677,4569,4840,14173,1306,9409,398,268,666,,129,155,2844,1,64,12,5,108,64,2001,34,450,1273,1713,29,23,2986,52,2581,457,478,55,17,2,,,,1,0,0,0,,0,,12,0,1,,1,,0,0,,,,339,1617,1870,1622,1398,1932,1161,836,597,357,176,70,14,4,1,327,1608,1893,1662,1523,2209,1393,951,669,363,206,69,16,5,0,11994,12894,666,3225,3763,3284,2921,4141,2554,1787,1266,720,382,139,30,9,1,0,1
"G3701850","1850","North Carolina","370","Warren","1850","Warren",13912,0,0,2235,2366,235,209,4459,4408,4601,444,8867,104,211,315,,50,156,905,0,30,6,0,0,30,1486,20,261,492,519,1,1,1011,2,1013,0,405,25,6,2,,,,1,0,0,0,,0,,12,0,0,,0,,0,0,,,,168,947,988,954,730,1112,776,506,358,229,121,32,6,2,0,147,934,1037,975,764,1182,740,499,352,192,115,35,5,6,0,6929,6983,315,1881,2025,1929,1494,2294,1516,1005,710,421,236,67,11,8,0,0,1
"G3701870","1850","North Carolina","370","Washington","1870","Washington",5664,0,0,1584,1625,127,113,1125,1090,3209,240,2215,114,54,168,,55,50,670,0,15,8,0,0,22,1178,9,139,523,419,0,0,942,0,942,0,46,14,2,0,,,,4,1,0,0,,0,,2,0,0,,0,,0,0,,,,82,385,375,383,322,512,336,195,142,70,18,12,3,1,0,86,362,373,363,290,500,362,215,154,66,32,15,7,3,0,2836,2828,168,747,748,746,612,1012,698,410,296,136,50,27,10,4,0,1,0
"G3701890","1850","North Carolina","370","Watauga","1890","Watauga",3400,0,0,1684,1558,16,13,64,65,3242,29,129,88,3,91,,23,0,569,0,12,1,0,0,12,520,1,5,323,221,4,0,544,4,548,0,136,0,4,0,,,,1,0,0,0,,0,,1,0,0,,0,,0,0,,,,69,283,319,236,191,271,147,119,75,38,13,3,0,0,0,22,263,240,226,204,273,179,100,63,42,15,8,1,0,0,1764,1636,91,546,559,462,395,544,326,219,138,80,28,11,1,0,0,0,0
"G3701910","1850","North Carolina","370","Wayne","1910","Wayne",13486,0,0,3817,3984,348,317,2529,2491,7801,665,5020,284,140,424,,142,82,1576,0,34,7,0,0,34,1498,8,226,689,460,0,1,1149,1,1146,4,98,34,9,0,,,,0,2,3,0,,0,,8,0,1,,0,,0,0,,,,196,986,985,937,790,1151,679,434,292,148,59,17,3,1,16,228,949,956,882,731,1168,744,480,298,219,70,30,9,1,27,6694,6792,424,1935,1941,1819,1521,2319,1423,914,590,367,129,47,12,2,43,0,1
"G3701930","1850","North Carolina","370","Wilkes","1930","Wilkes",12099,0,0,5256,5477,100,124,555,587,10733,224,1142,207,35,242,,55,4,2050,0,69,0,0,0,69,2419,0,0,948,823,2,1,1771,3,1774,0,252,6,28,0,,,,1,0,0,0,,0,,18,0,1,,0,,0,0,,,,122,841,957,877,668,923,542,413,296,166,74,27,4,1,0,120,870,970,821,675,1117,638,433,268,162,83,27,4,0,0,5911,6188,242,1711,1927,1698,1343,2040,1180,846,564,328,157,54,8,1,0,0,0
"G3701990","1850","North Carolina","370","Yancey","1990","Yancey",8205,0,0,3965,3844,24,26,144,202,7809,50,346,294,9,303,,59,7,1322,0,42,0,0,0,42,1600,0,0,832,655,0,0,1487,0,1487,0,518,2,20,0,,,,0,0,0,0,,0,,8,0,0,,0,,1,0,,,,159,715,686,579,450,660,351,240,158,83,37,13,1,1,0,144,641,694,536,459,676,395,242,144,86,42,9,3,1,0,4133,4072,303,1356,1380,1115,909,1336,746,482,302,169,79,22,4,2,0,0,0
"G3900010","1850","Ohio","390","Adams","0010","Adams",18883,0,0,9666,9162,29,26,0,0,18828,55,0,,,407,185,,,3205,0,85,0,0,0,85,4500,0,0,2029,1774,0,0,3803,0,3789,14,4044,592,5,3,0,,0,0,0,0,0,0,0,0,14,1,14,,0,0,0,0,0,0,0,198,1300,1563,1314,1069,1631,1043,744,399,261,117,35,4,2,15,209,1279,1379,1254,1110,1503,998,667,415,210,113,31,4,0,16,9695,9188,407,2579,2942,2568,2179,3134,2041,1411,814,471,230,66,8,2,31,1,0
"G3900030","1850","Ohio","390","Allen","0030","Allen",12109,0,0,6237,5845,17,10,0,0,12082,27,0,,,343,94,,,2070,0,108,0,0,0,108,4500,0,0,1645,1569,1,0,3214,1,3172,43,2309,631,2,1,0,,0,0,0,0,0,0,4,0,7,0,4,,1,0,0,0,0,0,0,181,868,1015,852,672,1016,696,494,255,137,59,8,1,0,0,162,874,1014,877,658,955,589,390,196,103,25,10,2,0,0,6254,5855,343,1742,2029,1729,1330,1971,1285,884,451,240,84,18,3,0,0,1,1
"G3900050","1850","Ohio","390","Ashland","0050","Ashland",23813,0,0,12071,11739,1,2,0,0,23810,3,0,,,645,140,,,4123,1,96,1,4,100,102,4295,2,70,3578,3228,0,0,6806,0,6733,73,8441,1129,7,0,0,,0,0,0,0,2,0,5,2,13,0,14,,0,0,0,1,0,0,0,337,1582,1768,1601,1352,2065,1275,932,647,352,118,36,2,0,5,308,1494,1743,1569,1502,2030,1206,883,566,296,109,29,3,0,3,12072,11741,645,3076,3511,3170,2854,4095,2481,1815,1213,648,227,65,5,0,8,0,1
"G3900070","1850","Ohio","390","Ashtabula","0070","Ashtabula",28767,0,0,14597,14127,25,18,0,0,28724,43,0,,,648,391,,,5306,0,218,3,0,0,218,4688,14,230,4784,4390,8,4,9174,12,9092,94,12698,1119,11,2,11,,0,6,1,0,0,0,0,0,15,0,4,,0,0,0,4,0,0,1,334,1640,1950,1802,1608,2537,1669,1290,941,560,228,55,7,1,0,314,1549,1859,1675,1683,2669,1670,1197,818,467,180,54,10,0,0,14622,14145,648,3189,3809,3477,3291,5206,3339,2487,1759,1027,408,109,17,1,0,1,0
"G3900090","1850","Ohio","390","Athens","0090","Athens",18215,0,0,9235,8874,60,46,0,0,18109,106,0,,,629,225,,,3121,1,201,2,5,40,201,3936,4,105,2682,2337,11,7,5019,18,5009,28,5041,460,2,0,0,,0,0,0,0,0,0,0,0,12,0,8,,1,0,0,0,0,1,0,322,1350,1464,1219,972,1532,985,640,415,242,124,25,4,0,1,307,1256,1405,1204,1026,1506,902,620,380,202,87,18,7,0,0,9295,8920,629,2606,2869,2423,1998,3038,1887,1260,795,444,211,43,11,0,1,1,0
"G3900110","1850","Ohio","390","Auglaize","0110","Auglaize",11338,0,0,5868,5383,48,39,0,0,11251,87,0,,,378,209,,,2020,0,5,0,0,0,11,580,0,0,1304,1171,4,2,2475,6,2211,270,1643,2685,1,0,0,,0,1,0,0,0,0,2,0,3,0,1,,3,0,0,0,0,0,0,195,747,991,799,581,906,735,494,279,138,36,11,4,0,0,183,753,962,767,571,835,563,393,240,122,27,4,1,0,1,5916,5422,378,1500,1953,1566,1152,1741,1298,887,519,260,63,15,5,0,1,1,0
"G3900130","1850","Ohio","390","Belmont","0130","Belmont",34600,0,0,17154,16668,399,379,0,0,33822,778,0,,,914,198,,,5823,0,194,8,0,0,204,4008,8,200,4391,3545,18,12,7936,30,7966,0,8347,1639,7,0,0,,0,1,1,13,0,0,0,0,37,0,13,,0,0,0,2,0,0,0,469,2229,2758,2373,1787,2946,1986,1328,777,577,244,66,13,0,0,445,2106,2531,2329,1995,2895,1923,1259,792,491,205,62,13,1,0,17553,17047,914,4335,5289,4702,3782,5841,3909,2587,1569,1068,449,128,26,1,0,1,0
"G3900150","1850","Ohio","390","Brown","0150","Brown",27332,0,0,13413,13056,413,450,0,0,26469,863,0,,,844,344,,,4838,0,79,2,0,0,134,,18,115,3338,2892,27,25,6230,52,6215,67,5628,1498,5,12,0,,0,0,0,0,0,0,1,0,22,0,18,,3,0,0,0,0,0,0,451,1816,2140,1939,1492,2243,1490,1055,615,359,176,43,5,1,1,393,1838,2135,1779,1561,2192,1460,1027,575,324,167,51,2,1,1,13826,13506,844,3654,4275,3718,3053,4435,2950,2082,1190,683,343,94,7,2,2,1,1
"G3900170","1850","Ohio","390","Butler","0170","Butler",30789,3210,0,15874,14548,177,190,0,0,30422,367,0,,,958,340,,,5315,1,130,11,6,60,138,5467,17,495,4380,3858,24,19,8238,43,7993,288,6854,3795,8,2,1,,0,0,0,0,0,0,5,0,27,8,19,,2,0,0,0,0,1,0,469,1919,2213,1957,1647,3093,2132,1281,711,416,153,54,6,0,0,489,1823,2178,1884,1688,2621,1676,1124,667,373,158,53,4,0,0,16051,14738,958,3742,4391,3841,3335,5714,3808,2405,1378,789,311,107,10,0,0,1,1
"G3900190","1850","Ohio","390","Carroll","0190","Carroll",17685,0,0,8835,8798,27,25,0,0,17633,52,0,,,365,153,,,3068,0,110,1,0,0,110,3330,1,40,2608,2337,5,4,4945,9,4835,119,3964,1399,8,0,0,,0,0,0,0,3,0,8,0,29,3,17,,3,0,0,0,0,0,0,191,1130,1341,1212,1002,1472,914,654,446,325,129,37,9,0,0,174,1100,1344,1226,1129,1520,859,627,443,273,101,26,1,0,0,8862,8823,365,2230,2685,2438,2131,2992,1773,1281,889,598,230,63,10,0,0,1,0
"G3900210","1850","Ohio","390","Champaign","0210","Champaign",19782,0,0,9955,9333,254,240,0,0,19288,494,0,,,586,94,,,3437,0,108,0,0,0,101,5300,0,0,2694,2277,5,5,4971,10,4946,35,5998,462,9,0,0,,0,1,0,1,0,0,2,0,14,0,6,,0,0,0,0,0,1,0,303,1243,1458,1407,1214,1756,1140,761,479,299,118,29,1,1,0,283,1236,1467,1217,1123,1698,1032,729,430,239,89,24,4,1,1,10209,9573,586,2479,2925,2624,2337,3454,2172,1490,909,538,207,53,5,2,1,0,1
"G3900230","1850","Ohio","390","Clark","0230","Clark",22178,5108,0,11369,10486,156,167,0,0,21855,323,0,,,646,166,,,3753,1,167,4,4,156,168,3560,10,287,2878,2492,15,17,5370,32,5347,55,6812,1956,6,5,1,,0,1,0,3,0,0,5,0,29,1,6,,1,0,0,2,0,3,0,325,1396,1638,1387,1230,2296,1476,895,469,270,108,30,2,0,3,321,1358,1551,1349,1226,1968,1223,795,465,249,118,26,3,0,1,11525,10653,646,2754,3189,2736,2456,4264,2699,1690,934,519,226,56,5,0,4,0,1
"G3900250","1850","Ohio","390","Clermont","0250","Clermont",30455,0,0,15365,14678,206,206,0,0,30043,412,0,,,978,459,,,5437,0,254,7,0,0,254,6913,12,280,4475,4068,23,22,8543,45,8496,92,6921,1668,20,4,0,,0,0,0,0,0,0,1,0,46,1,9,,1,0,0,0,0,4,0,483,2035,2316,2044,1598,2722,1878,1222,653,416,143,56,3,0,2,495,2069,2232,1896,1785,2541,1606,1063,651,332,152,55,3,2,2,15571,14884,978,4104,4548,3940,3383,5263,3484,2285,1304,748,295,111,6,2,4,1,1
"G3900270","1850","Ohio","390","Clinton","0270","Clinton",18838,0,0,9435,8805,307,291,0,0,18240,598,0,,,577,201,,,3245,0,107,5,0,0,107,3920,9,320,2696,2491,52,44,5187,96,5283,0,4903,262,8,6,0,,0,0,0,12,0,0,0,0,19,1,1,,0,0,0,2,0,0,0,329,1344,1498,1307,1039,1668,1035,705,407,264,110,28,6,0,2,248,1206,1434,1201,1060,1548,1016,650,351,248,109,21,4,0,0,9742,9096,577,2550,2932,2508,2099,3216,2051,1355,758,512,219,49,10,0,2,0,0
"G3900290","1850","Ohio","390","Columbiana","0290","Columbiana",33621,0,0,16999,16440,98,84,0,0,33439,182,0,,,858,158,,,5834,0,151,8,0,0,261,12296,8,326,4929,4403,16,17,9332,33,9203,162,8435,3041,10,0,0,,1,1,1,13,0,0,6,1,22,1,21,,2,0,0,5,0,0,1,430,2089,2451,2143,1946,2922,2018,1334,857,554,273,69,11,0,0,428,2004,2367,2145,1861,2931,1848,1309,821,512,248,46,4,0,0,17097,16524,858,4093,4818,4288,3807,5853,3866,2643,1678,1066,521,115,15,0,0,0,1
"G3900310","1850","Ohio","390","Coshocton","0310","Coshocton",25674,0,0,12921,12709,12,32,0,0,25630,44,0,,,890,239,,,4325,0,169,2,0,0,169,6233,5,87,4048,3684,0,0,7732,0,7564,168,5802,1868,7,1,0,,2,1,1,0,0,0,7,0,31,5,11,,1,0,0,0,0,0,0,451,1881,1985,1702,1361,2152,1333,997,562,326,149,32,2,0,0,439,1852,2059,1719,1466,2139,1298,882,465,286,103,29,2,0,2,12933,12741,890,3733,4044,3421,2827,4291,2631,1879,1027,612,252,61,4,0,2,1,0
"G3900330","1850","Ohio","390","Crawford","0330","Crawford",18177,0,0,9302,8865,5,5,0,0,18167,10,0,,,485,112,,,3070,0,187,0,0,0,187,4740,0,0,2734,2400,0,0,5134,0,4976,158,5259,2696,4,0,0,,0,0,0,0,4,0,7,0,13,4,4,,2,0,0,1,0,0,0,251,1197,1402,1331,1025,1455,1010,784,504,248,85,12,3,0,0,234,1229,1493,1218,1030,1422,875,699,389,199,69,12,0,1,0,9307,8870,485,2426,2895,2549,2055,2877,1885,1483,893,447,154,24,3,1,0,0,1
"G3900350","1850","Ohio","390","Cuyahoga","0350","Cuyahoga",48099,17034,0,24358,23382,180,179,0,0,47740,359,0,,,1284,425,,,8289,2,195,16,9,270,195,5850,25,816,5863,5678,31,29,11541,60,10054,1547,14380,14495,9,0,0,,0,6,0,0,0,1,1,0,16,0,15,,1,0,0,0,0,2,4,586,2840,3311,2729,2215,4677,3671,2295,1261,655,217,48,6,0,27,698,2870,3263,2868,2486,4576,3145,1872,1014,536,176,43,1,0,13,24538,23561,1284,5710,6574,5597,4701,9253,6816,4167,2275,1191,393,91,7,0,40,1,1
"G3900370","1850","Ohio","390","Darke","0370","Darke",20276,0,0,10310,9718,130,118,0,0,20028,248,0,,,517,167,,,3476,0,146,0,0,0,137,7585,0,0,2888,2523,29,27,5411,56,5400,67,5027,1028,3,2,0,,0,1,1,0,0,0,0,0,11,2,8,,2,0,0,0,0,0,0,268,1485,1713,1458,1121,1659,1119,800,443,249,106,13,1,0,5,249,1496,1687,1369,1093,1542,1044,659,398,198,67,24,2,1,7,10440,9836,517,2981,3400,2827,2214,3201,2163,1459,841,447,173,37,3,1,12,0,0
"G3900390","1850","Ohio","390","Defiance","0390","Defiance",6966,0,0,3629,3318,11,8,0,0,6947,19,0,,,230,88,,,1237,0,60,0,0,0,60,1220,0,0,882,855,0,0,1737,0,1687,50,2027,681,0,0,0,,0,0,0,0,1,0,1,0,2,0,1,,1,0,0,0,0,0,0,118,501,558,496,325,640,470,294,152,60,16,7,0,0,3,112,507,596,440,356,565,367,214,111,45,12,0,0,0,1,3640,3326,230,1008,1154,936,681,1205,837,508,263,105,28,7,0,0,4,1,0
"G3900410","1850","Ohio","390","Delaware","0410","Delaware",21817,0,0,11163,10519,69,66,0,0,21682,135,0,,,639,275,,,3754,1,142,0,7,257,146,8261,0,0,3114,2657,6,4,5771,10,5704,77,6310,1087,6,0,0,,0,3,0,0,0,0,1,0,19,3,13,,0,0,0,0,0,0,0,300,1341,1680,1552,1402,1822,1173,923,570,323,110,29,3,0,4,339,1253,1577,1510,1289,1722,1172,841,475,264,110,27,4,0,2,11232,10585,639,2594,3257,3062,2691,3544,2345,1764,1045,587,220,56,7,0,6,0,1
"G3900430","1850","Ohio","390","Erie","0430","Erie",18568,5087,0,9573,8793,114,88,0,0,18366,202,0,,,482,206,,,3362,0,216,2,0,0,190,4976,4,110,2467,2274,11,11,4741,22,4377,386,6459,4052,3,0,2,,0,3,0,0,0,0,2,0,8,0,7,,1,0,0,0,0,0,0,226,1114,1219,1120,979,2004,1348,822,508,225,88,25,2,1,6,256,1145,1247,1023,992,1815,1084,648,396,179,71,17,4,0,4,9687,8881,482,2259,2466,2143,1971,3819,2432,1470,904,404,159,42,6,1,10,1,1
"G3900450","1850","Ohio","390","Fairfield","0450","Fairfield",30264,3483,0,15254,14730,133,147,0,0,29984,280,0,,,1042,285,,,5207,0,143,0,0,0,162,6140,0,0,4904,4265,29,29,9169,58,9088,139,6915,1859,7,0,0,,0,1,0,0,10,0,13,1,29,18,11,,1,0,0,2,0,0,0,516,2061,2303,1992,1639,2577,1739,1160,696,443,215,41,4,1,0,526,1959,2194,1947,1730,2577,1586,1053,656,432,176,39,2,0,0,15387,14877,1042,4020,4497,3939,3369,5154,3325,2213,1352,875,391,80,6,1,0,1,0
"G3900470","1850","Ohio","390","Fayette","0470","Fayette",12726,0,0,6388,6047,148,143,0,0,12435,291,0,,,377,43,,,2155,0,73,0,0,0,77,2090,0,0,1595,1479,3,2,3074,5,3079,0,2885,119,4,0,0,,0,0,1,0,0,0,0,0,10,1,2,,0,0,0,3,0,0,0,204,942,1067,835,655,1122,743,444,224,194,77,20,3,3,3,173,897,980,860,705,1039,664,387,250,146,65,16,4,0,4,6536,6190,377,1839,2047,1695,1360,2161,1407,831,474,340,142,36,7,3,7,0,0
"G3900490","1850","Ohio","390","Franklin","0490","Franklin",42909,17882,0,21860,19442,811,796,0,0,41302,1607,0,,,1113,315,,,6701,4,203,1,17,302,205,14287,3,95,4913,4584,64,54,9497,118,9165,450,11712,6786,4,1,0,,0,3,0,0,0,0,2,0,29,2,14,,1,0,0,0,0,2,0,557,2812,3019,2714,2270,4618,3229,1763,903,556,185,42,3,0,0,556,2639,2965,2547,2305,3989,2471,1317,814,445,144,39,5,2,0,22671,20238,1113,5451,5984,5261,4575,8607,5700,3080,1717,1001,329,81,8,2,0,1,1
"G3900510","1850","Ohio","390","Fulton","0510","Fulton",7781,0,0,4103,3677,1,0,0,0,7780,1,0,,,231,116,,,1355,0,0,0,0,0,0,0,0,0,1472,1348,0,0,2820,0,2714,106,3142,686,0,0,1,,0,0,0,0,0,0,0,0,3,0,1,,0,0,0,0,0,0,0,122,582,681,564,387,624,488,342,186,84,35,8,1,0,0,109,518,681,503,378,579,426,268,140,59,13,1,2,0,0,4104,3677,231,1100,1362,1067,765,1203,914,610,326,143,48,9,3,0,0,0,0
"G3900530","1850","Ohio","390","Gallia","0530","Gallia",17063,0,0,8155,7710,631,567,0,0,15865,1198,0,,,583,73,,,2975,0,130,0,0,0,130,2819,0,0,1744,1611,11,10,3355,21,3351,25,4982,886,4,0,0,,0,2,0,0,0,0,0,0,13,0,3,,0,0,0,0,0,0,0,304,1280,1484,1167,881,1379,944,615,360,238,96,33,3,1,1,279,1148,1290,1140,972,1357,924,556,325,201,63,15,4,0,3,8786,8277,583,2428,2774,2307,1853,2736,1868,1171,685,439,159,48,7,1,4,1,0
