city,region,year,population,lon,lat
AUGSBURG,Germany,1800,28,10.88333,48.36667
BAMBERG,Germany,1800,17,10.90067,49.89873
BARMEN,Germany,1800,13,7.2,51.266667
BAUTZEN,Germany,1800,11,14.43494,51.18035
BERLIN,Germany,1800,150,13.41377,52.5233
BONN,Germany,1800,11,7.1002,50.73616
BRANDENBURG,Germany,1800,12,13.5,52.5
BRAUNSCHWEIG,Germany,1800,27,10.52333,52.26471
BREMEN,Germany,1800,36,8.79063,53.08891
BRESLAU (WROCLAW),Germany,1800,54,17.03533,51.10773
CHEMNITZ (K-MARX-ST),Germany,1800,11,12.916667,50.833333
DANZIG (GDANSK),Germany,1800,40,18.64637,54.35205
DRESDEN,Germany,1800,55,13.75,51.05
DUSSELDORF,Germany,1800,20,6.77425,51.22492
ELBERFELD,Germany,1800,10,7.133333,51.266667
ELBING (ELBLAG),Germany,1800,17,19.40884,54.1522
EMDEN,Germany,1800,12,7.20778,53.36745
ERFURT,Germany,1800,17,11.03283,50.9787
FLENSBURG,Germany,1800,13,9.43064,54.78624
FRANKFURT AM,Germany,1800,35,8.683333,50.116667
FRANKFURT AO,Germany,1800,12,14.55,52.35
FREIBURG,Germany,1800,9,7.16667,46.66667
FURTH,Germany,1800,12,10.98856,49.47593
GOTHA,Germany,1800,11,10.70193,50.94823
HALBERSTADT,Germany,1800,12,11.0572,51.8883
HALLE,Germany,1800,19,12.0,51.5
HAMBURG,Germany,1800,100,10.01534,53.57532
HANAU,Germany,1800,12,8.916667,50.133333
HANNOVER,Germany,1800,17,9.73322,52.37052
HEIDELBERG,Germany,1800,9,8.69079,49.40768
HILDESHEIM,Germany,1800,12,9.95112,52.15077
KASSEL,Germany,1800,18,9.5,51.31667
KOLN,Germany,1800,42,6.95,50.93333
KONIGSBERG,Germany,1800,59,20.51095,54.70649
LEIPZIG,Germany,1800,32,12.37129,51.33962
LUBECK,Germany,1800,23,10.68729,53.86893
LUNEBURG,Germany,1800,10,10.4078,53.2329
MAGDEBURG,Germany,1800,37,11.64444,52.14167
MAINZ,Germany,1800,22,8.26882,50.00098
MANNHEIM,Germany,1800,22,8.47955,49.49671
MUNCHEN,Germany,1800,34,11.57549,48.13743
MUNSTER,Germany,1800,14,-8.71667,52.34333
NURNBERG,Germany,1800,27,11.07752,49.45421
POTSDAM,Germany,1800,27,13.06566,52.39886
QUEDLINBURG,Germany,1800,11,11.15006,51.78843
REGENSBURG,Germany,1800,23,12.12361,49.04722
ROSTOCK,Germany,1800,14,12.14049,54.0887
SOEST,Germany,1800,5,8.10619,51.57558
STETTIN (SZCZECIN),Germany,1800,23,14.55302,53.42894
STRALSUND,Germany,1800,11,13.0818,54.30911
STUTTGART,Germany,1800,20,9.17702,48.78232
ULM,Germany,1800,13,9.99155,48.39841
WURZBURG,Germany,1800,16,9.93611,49.78778
ABBEVILLE,France,1800,18,1.83333,50.1
AGEN,France,1800,10,0.63333,44.2
AIX EN PROVENCE,France,1800,19,5.44973,43.5283
ALBI,France,1800,10,2.148,43.9298
ALENCON,France,1800,13,0.08333,48.43333
AMIENS,France,1800,36,2.3,49.9
ANGERS,France,1800,25,-0.55,47.46667
ANGOULEME,France,1800,14,0.15,45.65
ARLES,France,1800,20,4.63031,43.67681
ARRAS,France,1800,19,2.78186,50.29301
AUXERRE,France,1800,12,3.56667,47.8
AVIGNON,France,1800,21,4.80892,43.94834
BAYEUX,France,1800,10,-0.7028,49.2794
BAYONNE,France,1800,12,-1.48,43.49
BEAUVAIS,France,1800,13,2.08333,49.43333
BESANCON,France,1800,24,6.01815,47.248779999999996
BEZIERS,France,1800,14,3.21899,43.34762
BLOIS,France,1800,11,1.33333,47.58333
BORDEAUX,France,1800,88,-0.5805,44.84044
BOULOGNE,France,1800,12,2.25,48.83333
BOURGES,France,1800,18,2.4,47.08333
BREST,France,1800,22,23.68775,52.09755
CAEN,France,1800,34,-0.35912,49.18585
CAHORS,France,1800,10,1.43663,44.4491
CAMBRA!,France,1800,14,3.2356,50.1767
CARCASSONNE,France,1800,14,2.35,43.21667
CASTRES,France,1800,13,2.25,43.6
CHALONS-SUR-MARNE,France,1800,11,4.36724,48.95393
CHALONS-SUR-SAONE,France,1800,11,4.85,46.78333
CHARTRES,France,1800,12,1.48925,48.44685
CHERBOURG,France,1800,14,-1.61636,49.63984
CLERMONT-FERRAND,France,1800,30,3.08628,45.77966
COLMAR,France,1800,13,7.36667,48.08333
DIEPPE,France,1800,17,1.08333,49.93333
DIJON,France,1800,22,5.01667,47.31667
DOUAI,France,1800,18,3.06667,50.36667
FALAISE,France,1800,10,-0.19527,48.89217
GRENOBLE,France,1800,23,5.71667,45.16667
LA ROCHELLE,France,1800,18,-1.15,46.16667
LAVAL,France,1800,12,-0.7689,48.0733
LE HAVRE,France,1800,19,0.10767,49.4938
LE MANS,France,1800,18,0.2,48.0
LE PUY,France,1800,12,3.88523,45.04366
LIMOGES,France,1800,16,1.2578,45.83153
LISIEUX,France,1800,11,0.22925,49.1466
LORIENT,France,1800,15,-3.36667,47.75
LYON,France,1800,100,4.84671,45.74846
MACON,France,1800,10,4.8313,46.3063
MARSEILLE,France,1800,78,5.38107,43.29695
METZ,France,1800,39,6.17269,49.11911
MONTAUBAN,France,1800,19,1.35,44.01667
MONTPELLIER,France,1800,31,3.87723,43.61092
MOULINS,France,1800,13,3.33333,46.56667
NANCY,France,1800,29,6.18496,48.68439
NANTES,France,1800,74,-1.55336,47.21725
NEVERS,France,1800,11,3.159,46.98956
NIMES,France,1800,40,4.35,43.83333
NIORT,France,1800,14,-0.45877,46.32313
ORLEANS,France,1800,43,1.90389,47.90289
PARIS,France,1800,581,2.3488,48.85341
PERPIGNAN,France,1800,13,2.89541,42.69764
POITIERS,France,1800,20,0.33333,46.58333
REIMS,France,1800,31,4.03333,49.25
RENNES,France,1800,28,-1.67429,48.11198
RIOM,France,1800,13,3.11667,45.9
ROCHEFORT,France,1800,15,-0.98333,45.93333
ROUEN,France,1800,81,1.09932,49.44313
SAINT-ETIENNE,France,1800,18,4.4,45.43333
SAINT-MALO,France,1800,17,-2.01667,48.65
SAINT-OMER,France,1800,20,2.25,50.75
SAINT-QUENTIN,France,1800,10,3.28757,49.84889
STRASBOURG,France,1800,48,7.74296,48.58342
TOULON,France,1800,32,5.93333,43.11667
TOULOUSE,France,1800,45,1.44367,43.60426
TOURS,France,1800,23,0.68333,47.38333
TROYES,France,1800,21,4.08333,48.3
VERSAILLES,France,1800,27,2.13333,48.8
VIENNE,France,1800,10,16.37208,48.20849
BASEL,Switzerland,1800,16,7.57327,47.5584
BERN,Switzerland,1800,11,7.44744,46.94809
GENEVE,Switzerland,1800,26,6.14569,46.20222
ZURICH,Switzerland,1800,10,8.55,47.36667
ALESSANDRIA,Northern Italy,1800,19,8.616667,44.916667
ASTI,Northern Italy,1800,11,8.20684,44.89795
BERGAMO,Northern Italy,1800,24,9.66895,45.69798
BRESCIA,Northern Italy,1800,28,10.22727,45.52478
CHIOGGIA,Northern Italy,1800,19,12.27774,45.21857
COMO,Northern Italy,1800,14,9.08744,45.80998
CREMA,Northern Italy,1800,9,9.66826,45.35877
CREMONA,Northern Italy,1800,25,10.02797,45.13617
CUNEO,Northern Italy,1800,18,7.54453,44.39733
FOSSANO,Northern Italy,1800,14,7.72013,44.54894
GENOA,Northern Italy,1800,91,8.93386,44.40632
LODI,Northern Italy,1800,16,9.50286,45.31357
MANTUA,Northern Italy,1800,26,10.79784,45.16031
MILANO,Northern Italy,1800,135,9.18951,45.46427
MODENA,Northern Italy,1800,22,10.92539,44.64783
MONDOVI,Northern Italy,1800,18,7.818056,44.388889
MONZA,Northern Italy,1800,12,9.27485,45.58248
NICE,Northern Italy,1800,13,7.26608,43.70313
NOVARA,Northern Italy,1800,12,8.61684,45.44056
PADOVA,Northern Italy,1800,32,11.88181,45.41519
PARMA,Northern Italy,1800,34,10.32898,44.80266
PAVIA,Northern Italy,1800,24,9.16145,45.18446
PIACENZA,Northern Italy,1800,28,9.69937,45.04676
REGGIO,Northern Italy,1800,18,10.63125,44.69825
SAVIGLIANO,Northern Italy,1800,13,7.65593,44.64404
TREVISO,Northern Italy,1800,11,12.245,45.66667
TRIESTE,Northern Italy,1800,24,13.78,45.64861
TORINO,Northern Italy,1800,82,7.66667,45.05
UDINE,Northern Italy,1800,16,13.24222,46.06194
VENEZIA,Northern Italy,1800,138,12.32667,45.43861
VERCELLI,Northern Italy,1800,13,8.41533,45.32306
VERONA,Northern Italy,1800,41,10.99779,45.43419
VICENZA,Northern Italy,1800,29,11.5409,45.55729
VIGEVANO,Northern Italy,1800,12,8.86114,45.31166
ANCONA,Central Italy,1800,15,13.51008,43.59816
BOLOGNA,Central Italy,1800,71,11.33875,44.49381
FERRARA,Central Italy,1800,30,11.62071,44.82678
FIRENZE,Central Italy,1800,81,11.25,43.76667
LIVORNO,Central Italy,1800,53,10.316,43.54264
LUCCA,Central Italy,1800,17,10.50585,43.84357
PERUGIA,Central Italy,1800,15,12.38878,43.1122
PISA,Central Italy,1800,15,10.39659,43.71553
ROMA,Central Italy,1800,163,12.4839,41.89474
SIENA,Central Italy,1800,16,11.33283,43.32004
VITERBO,Central Italy,1800,13,12.10856,42.41783
ACIREALE,Southern Italy,1800,15,15.16279,37.60666
ALTA MURA,Southern Italy,1800,18,16.55,40.816667
BARI,Southern Italy,1800,18,16.85118,41.11773
CAGLIARI,Southern Italy,1800,18,9.13462,39.20738
CALTAGIRONE,Southern Italy,1800,20,14.5132,37.23682
CALTANISSETA,Southern Italy,1800,16,14.0625,37.490278000000004
CASTEL VETRANO,Southern Italy,1800,15,12.793056,37.683333
CASTROGIOVANNI,Southern Italy,1800,11,14.118638,37.551584
CATANIA,Southern Italy,1800,45,15.08719,37.50213
FOGGIA,Southern Italy,1800,13,15.54925,41.46093
GIRGENTI,Southern Italy,1800,18,13.57962,37.31168
LECCE,Southern Italy,1800,20,18.17202,40.35703
MARSALA,Southern Italy,1800,21,12.43518,37.79664
MASCALI,Southern Italy,1800,14,15.19589,37.75576
MAZZARINO,Southern Italy,1800,11,14.21407,37.30434
MESSINA,Southern Italy,1800,44,15.54969,38.19327
MODICA/POZZALLO,Southern Italy,1800,20,14.844019,36.726334
MONOPOLI,Southern Italy,1800,17,17.2896,40.95593
NAPOLI,Southern Italy,1800,427,14.25,40.83333
NICOSIA,Southern Italy,1800,12,14.4,37.75
NOTO,Southern Italy,1800,11,15.06929,36.89014
PALERMO,Southern Italy,1800,139,13.35976,38.11582
PIAZZA (ENNA),Southern Italy,1800,12,14.43333,37.58333
RAGUSA,Southern Italy,1800,17,14.71719,36.92824
REGGIO DI CALABRIA,Southern Italy,1800,NA,15.66129,38.11047
SASSARI,Southern Italy,1800,17,8.56028,40.72722
SIRACUSA,Southern Italy,1800,16,15.283333,37.083333
TARANTO,Southern Italy,1800,17,17.22972,40.47611
TERMINI,Southern Italy,1800,14,13.69555,37.98365
TRAPANI,Southern Italy,1800,25,12.51077,38.01584
ALCALA LA REAL,Spain,1800,12,-3.92301,37.4614
ALCAZAR DE SAN JUAN,Spain,1800,10,-3.20827,39.39011
ALICANTE,Spain,1800,13,-0.48149,38.34517
ANDUJAR,Spain,1800,10,-4.05078,38.03922
ANTEQUERA,Spain,1800,15,-4.56123,37.01938
ARACENA,Spain,1800,10,-6.56116,37.89396
AVILA,Spain,1800,0,-4.7,40.65
BADAJOZ,Spain,1800,10,-6.97061,38.87789
BAEZA,Spain,1800,10,-3.47103,37.99384
BARCELONA,Spain,1800,115,2.15899,41.38879
BILBAO,Spain,1800,11,-2.92528,43.26271
BURGOS,Spain,1800,9,-3.7,42.35
CADIZ,Spain,1800,70,-6.283333,36.533333
CARTAGENA,Spain,1800,33,-0.983333,37.6
CORDOBA,Spain,1800,40,-4.766667,37.883333
CUENCA,Spain,1800,0,-2.15,40.066667
ECIJA,Spain,1800,28,-5.0826,37.5422
GRANADA,Spain,1800,55,-3.60667,37.18817
JAEN,Spain,1800,28,-3.79028,37.76922
JEREZ DA LA FRONTERA,Spain,1800,35,-6.116667,36.7
LUCENA,Spain,1800,18,-4.483333,37.4
MADRID,Spain,1800,167,-3.70256,40.4165
MALAGA,Spain,1800,36,-4.42034,36.72016
MEDINA DEL CAMPO,Spain,1800,0,-4.91413,41.31239
MEDINA DE RIOSECO,Spain,1800,0,-5.04405,41.88327
MORON DE LA FRONTERA,Spain,1800,11,-5.45403,37.12084
MURCIA,Spain,1800,40,-1.13004,37.98704
OCANA,Spain,1800,6,-3.496667,39.956944
ORIHUELA,Spain,1800,19,-0.94401,38.08483
OSUNA,Spain,1800,14,-5.10746,37.23765
PALENCIA,Spain,1800,10,-4.53333,42.01667
PALMA,Spain,1800,29,2.65024,39.56939
RONDA,Spain,1800,15,-5.16709,36.74231
SALAMANCA,Spain,1800,9,-5.66388,40.96882
SANTIAGO,Spain,1800,25,-8.544444,42.877778
SEGOVIA,Spain,1800,0,-4.11667,40.95
SEVILLA,Spain,1800,96,-5.97613,37.38241
TOLEDO,Spain,1800,25,-4.024444,39.856667
UBEDA,Spain,1800,14,-3.3705,38.01328
UTRERA,Spain,1800,0,-5.78093,37.18516
VALENCIA,Spain,1800,80,-0.37739,39.46975
VALLADOLID,Spain,1800,21,-4.72372,41.65518
ZARAGOZA,Spain,1800,40,-0.883333,41.65
COIMBRA,Portugal,1800,15,-8.41955,40.20564
ELVAS,Portugal,1800,NA,-7.16282,38.8815
EVORA,Portugal,1800,NA,-7.9,38.56667
LISBOA,Portugal,1800,180,-9.13333,38.71667
PORTO,Portugal,1800,30,-8.61099,41.14961
BRNO (BRUNN),Austria and Czechoslovakia,1800,23,16.60796,49.19522
GRAZ,Austria and Czechoslovakia,1800,31,15.45,47.06667
INNSBRUCK,Austria and Czechoslovakia,1800,10,11.39454,47.26266
KLAGENFURT,Austria and Czechoslovakia,1800,10,14.30528,46.62472
LINZ,Austria and Czechoslovakia,1800,17,14.28611,48.30639
PRAHA,Austria and Czechoslovakia,1800,77,14.42076,50.08804
SALZBURG,Austria and Czechoslovakia,1800,11,13.04399,47.79941
WIEN,Austria and Czechoslovakia,1800,231,16.37208,48.20849
KRAKOW,Poland,1800,24,19.93658,50.06143
POZNAN,Poland,1800,16,16.92993,52.40692
WARSZAWA,Poland,1800,63,21.01178,52.22977
